ACCESSION_ID	CLADE	PANGO_LINEAGE	VARIANT	LOCATION	SUBMISSION_DATE
EPI_ISL_1166390	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166391	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166394	G	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166397	GH	B.1.160		Campania 	2021-03-05
EPI_ISL_1166398	G	B.1.221		Campania 	2021-03-05
EPI_ISL_1166399	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166400	G	None		Campania 	2021-03-05
EPI_ISL_1166401	GV	B.1.177.44		Campania 	2021-03-05
EPI_ISL_1166402	GV	B.1.177.44		Campania 	2021-03-05
EPI_ISL_1166403	G	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166404	G	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166405	G	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166406	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166407	GR	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166408	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166409	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166410	G	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166411	GR	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166412	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166413	GR	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166415	G	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166416	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166417	G	None		Campania 	2021-03-05
EPI_ISL_1166418	G	None		Campania 	2021-03-05
EPI_ISL_1166419	GV	B.1.177		Campania 	2021-03-05
EPI_ISL_1166420	GR	P.1	VOC GR/501Y.V3 (P.1) first detected in Brazil/Japan	Campania 	2021-03-05
EPI_ISL_1166421	GV	B.1.177		Campania 	2021-03-05
EPI_ISL_1166422	GV	B.1.177		Campania 	2021-03-05
EPI_ISL_1166423	GV	B.1.177		Campania 	2021-03-05
EPI_ISL_1166424	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166425	GR	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166426	G	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166427	GR	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166428	GV	B.1.177		Campania 	2021-03-05
EPI_ISL_1166429	GV	B.1.177.44		Campania 	2021-03-05
EPI_ISL_1166430	G	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166431	GR	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166432	GH	B.1.160		Campania 	2021-03-05
EPI_ISL_1166433	GR	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166434	GR	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166435	G	None		Campania 	2021-03-05
EPI_ISL_1166436	G	None		Campania 	2021-03-05
EPI_ISL_1166437	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166438	G	None		Campania 	2021-03-05
EPI_ISL_1166440	GR	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166443	G	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166444	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166446	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166447	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166449	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166450	GH	B.1.160		Campania 	2021-03-05
EPI_ISL_1166451	G	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166453	G	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166454	G	B.1.177.44		Campania 	2021-03-05
EPI_ISL_1166455	G	B.1.177		Campania 	2021-03-05
EPI_ISL_1166456	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166457	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166458	G	B.1.258.14		Campania 	2021-03-05
EPI_ISL_1166459	G	B.1.258.14		Campania 	2021-03-05
EPI_ISL_1166460	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166461	G	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166462	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166463	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166464	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166465	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166466	G	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166467	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166468	G	B.1.258.14		Campania 	2021-03-05
EPI_ISL_1166469	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166470	G	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166471	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166472	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166474	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166475	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166476	G	B.1.258.14		Campania 	2021-03-05
EPI_ISL_1166477	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166478	G	B.1.258.14		Campania 	2021-03-05
EPI_ISL_1166479	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166480	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166481	G	None		Campania 	2021-03-05
EPI_ISL_1166482	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166483	GR	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166484	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166485	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166486	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166487	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166488	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166489	GR	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166490	GV	B.1.177		Campania 	2021-03-05
EPI_ISL_1166491	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166492	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166493	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166494	G	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166495	G	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166496	GV	B.1.177.52		Campania 	2021-03-05
EPI_ISL_1166497	G	B.1.258.14		Campania 	2021-03-05
EPI_ISL_1166498	GV	B.1.177.44		Campania 	2021-03-05
EPI_ISL_1166499	GV	B.1.177.44		Campania 	2021-03-05
EPI_ISL_1166500	G	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166501	G	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166502	G	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166503	G	B.1.236		Campania 	2021-03-05
EPI_ISL_1166504	GV	B.1.177		Campania 	2021-03-05
EPI_ISL_1166505	GV	B.1.177		Campania 	2021-03-05
EPI_ISL_1166506	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166507	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166509	G	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166510	GR	B.1.1		Campania 	2021-03-05
EPI_ISL_1166511	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166512	G	None		Campania 	2021-03-05
EPI_ISL_1166513	GV	B.1.177		Campania 	2021-03-05
EPI_ISL_1166514	GH	B.1.160		Campania 	2021-03-05
EPI_ISL_1166515	G	B.1.258.14		Campania 	2021-03-05
EPI_ISL_1166516	GV	B.1.177		Campania 	2021-03-05
EPI_ISL_1166517	G	None		Campania 	2021-03-05
EPI_ISL_1166518	G	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166519	GR	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166520	G	B.1.258.14		Campania 	2021-03-05
EPI_ISL_1166521	G	B.1.258.14		Campania 	2021-03-05
EPI_ISL_1166522	GV	B.1.177		Campania 	2021-03-05
EPI_ISL_1166523	GV	B.1.177		Campania 	2021-03-05
EPI_ISL_1166524	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166525	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166526	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166527	GH	B.1.160		Campania 	2021-03-05
EPI_ISL_1166528	GR	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1166529	GR	None		Campania 	2021-03-05
EPI_ISL_1166530	GV	B.1.177		Campania 	2021-03-05
EPI_ISL_1166531	GV	B.1.177		Campania 	2021-03-05
EPI_ISL_1166532	GV	B.1.177		Campania 	2021-03-05
EPI_ISL_1166533	GV	B.1.177		Campania 	2021-03-05
EPI_ISL_1166877	O	None		Campania	2021-03-05
EPI_ISL_1166878	O	None		Campania	2021-03-05
EPI_ISL_1166879	O	None		Campania	2021-03-05
EPI_ISL_1166880	O	None		Campania	2021-03-05
EPI_ISL_1166881	O	None		Campania	2021-03-05
EPI_ISL_1166882	O	None		Campania	2021-03-05
EPI_ISL_1166083	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Emilia-Romagna	2021-03-05
EPI_ISL_1165899	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Emilia-Romagna	2021-03-05
EPI_ISL_1165143	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Emilia-Romagna	2021-03-05
EPI_ISL_1167308	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1167309	GR	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1167310	GH	B.1.160		Campania 	2021-03-05
EPI_ISL_1167311	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1167312	G	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1167313	GV	B.1		Campania 	2021-03-05
EPI_ISL_1167314	GH	B.1.160		Campania 	2021-03-05
EPI_ISL_1167315	GR	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1167316	G	B.1.258.14		Campania 	2021-03-05
EPI_ISL_1167317	GR	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1167318	S	A.2.5.2		Campania 	2021-03-05
EPI_ISL_1167319	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1167320	GV	B.1.177		Campania 	2021-03-05
EPI_ISL_1167321	GV	B.1.177		Campania 	2021-03-05
EPI_ISL_1167322	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1167323	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1167324	G	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1167325	GV	B.1		Campania 	2021-03-05
EPI_ISL_1167326	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1167327	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1167328	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1167329	GV	B.1.177		Campania 	2021-03-05
EPI_ISL_1167330	GR	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1167331	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1167332	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1167333	GV	B.1.177		Campania 	2021-03-05
EPI_ISL_1167334	G	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1167335	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1167336	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1167337	S	A.2.5.2		Campania 	2021-03-05
EPI_ISL_1167338	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1167339	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1167340	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1167341	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1167342	GR	B.1.1.420		Campania 	2021-03-05
EPI_ISL_1167343	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1167344	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1167345	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1167346	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1167347	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1167348	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1167349	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1167350	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1167351	GV	B.1.177		Campania 	2021-03-05
EPI_ISL_1167352	G	B.1.177.83		Campania 	2021-03-05
EPI_ISL_1167353	GV	B.1.177		Campania 	2021-03-05
EPI_ISL_1167354	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1167355	GV	B.1		Campania 	2021-03-05
EPI_ISL_1167356	GR	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1167357	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1167358	GR	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1167359	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1167360	GV	B.1.177.44		Campania 	2021-03-05
EPI_ISL_1167361	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1167362	G	B.1.236		Campania 	2021-03-05
EPI_ISL_1167363	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1167364	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1167365	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1167366	GV	B.1.177		Campania 	2021-03-05
EPI_ISL_1167367	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1167368	GV	B.1.177.44		Campania 	2021-03-05
EPI_ISL_1167369	GR	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1167370	GR	P.1.1		Campania 	2021-03-05
EPI_ISL_1167371	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1167372	GV	B.1.177		Campania 	2021-03-05
EPI_ISL_1167373	GR	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1167374	S	A.2.5.2		Campania 	2021-03-05
EPI_ISL_1167375	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1167376	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1167377	G	B.1.236		Campania 	2021-03-05
EPI_ISL_1167378	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1167379	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1167380	GV	B.1.177		Campania 	2021-03-05
EPI_ISL_1167381	GH	B.1.160		Campania 	2021-03-05
EPI_ISL_1167382	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1167383	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1167384	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1167385	G	B.1.236		Campania 	2021-03-05
EPI_ISL_1167386	G	B.1.236		Campania 	2021-03-05
EPI_ISL_1167387	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1167388	G	B.1.236		Campania 	2021-03-05
EPI_ISL_1167389	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1167390	G	B.1.236		Campania 	2021-03-05
EPI_ISL_1167391	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1167392	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1167393	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1167394	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1167395	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1167396	G	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1167397	GR	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1167398	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1167399	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1167400	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1167401	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1167402	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1167403	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1167404	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1167405	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1167406	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1167407	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1167408	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1167409	G	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1167410	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1167411	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1167412	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1167413	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1167414	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1167415	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1167416	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1167417	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1167418	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1167419	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1167420	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1167421	GR	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1167422	GR	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1167423	GR	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1167424	G	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania 	2021-03-05
EPI_ISL_1167425	G	B.1.258.14		Campania 	2021-03-05
EPI_ISL_1167426	GV	B.1.1		Campania 	2021-03-05
EPI_ISL_1167427	GV	B.1.177		Campania 	2021-03-05
